R-HSA-2559585	Oncogene Induced Senescence
R-HSA-445989	TAK1 activates NFkB by phosphorylation and activation of IKKs complex
R-HSA-375165	NCAM signaling for neurite out-growth
R-HSA-3371556	Cellular response to heat stress
R-HSA-2559582	Senescence-Associated Secretory Phenotype (SASP)
R-HSA-525793	Myogenesis
R-HSA-5688399	Defective ABCA3 causes pulmonary surfactant metabolism dysfunction 3 (SMDP3)
R-HSA-8848021	Signaling by PTK6
R-HSA-1475029	Reversible hydration of carbon dioxide
R-HSA-73857	RNA Polymerase II Transcription
R-HSA-70326	Glucose metabolism
R-HSA-3359473	Defective MMADHC causes methylmalonic aciduria and homocystinuria type cblD
R-HSA-5362768	Hh mutants that don't undergo autocatalytic processing are degraded by ERAD
R-HSA-5619036	Defective SLC24A5 causes oculocutaneous albinism 6 (OCA6)
R-HSA-877300	Interferon gamma signaling
R-HSA-2206296	MPS II - Hunter syndrome
R-HSA-3359474	Defective MMACHC causes methylmalonic aciduria and homocystinuria type cblC
R-HSA-5610787	Hedgehog 'off' state
R-HSA-5657560	Hereditary fructose intolerance
R-HSA-1489509	DAG and IP3 signaling
R-HSA-5637815	Signaling by Ligand-Responsive EGFR Variants in Cancer
R-HSA-5579028	Defective CYP17A1 causes Adrenal hyperplasia 5 (AH5)
R-HSA-5654738	Signaling by FGFR2
R-HSA-3828062	Glycogen storage disease type 0 (muscle GYS1)
R-HSA-450531	Regulation of mRNA stability by proteins that bind AU-rich elements
R-HSA-1632852	Macroautophagy
R-HSA-450294	MAP kinase activation in TLR cascade
R-HSA-194138	Signaling by VEGF
R-HSA-8964572	Lipid particle organization
R-HSA-4085001	Sialic acid metabolism
R-HSA-6807070	PTEN Regulation
R-HSA-3878781	Glycogen storage disease type IV (GBE1)
R-HSA-453274	Mitotic G2-G2/M phases
R-HSA-1566948	Elastic fibre formation
R-HSA-3359478	Defective MUT causes methylmalonic aciduria mut type
R-HSA-72764	Eukaryotic Translation Termination
R-HSA-416476	G alpha (q) signalling events
R-HSA-5467348	Truncations of AMER1 destabilize the destruction complex
R-HSA-6811442	Intra-Golgi and retrograde Golgi-to-ER traffic
R-HSA-1980145	Signaling by NOTCH2
R-HSA-168255	Influenza Life Cycle
R-HSA-5684264	MAP3K8 (TPL2)-dependent MAPK1/3 activation
R-HSA-2161522	Abacavir transport and metabolism
R-HSA-5632684	Hedgehog 'on' state
R-HSA-6798695	Neutrophil degranulation
R-HSA-5654736	Signaling by FGFR1
R-HSA-2644605	FBXW7 Mutants and NOTCH1 in Cancer
R-HSA-3311021	SMAD4 MH2 Domain Mutants in Cancer
R-HSA-8955332	Carboxyterminal post-translational modifications of tubulin
R-HSA-1221632	Meiotic synapsis
R-HSA-1980143	Signaling by NOTCH1
R-HSA-8939211	ESR-mediated signaling
R-HSA-202403	TCR signaling
R-HSA-8877330	RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)
R-HSA-170834	Signaling by TGF-beta Receptor Complex
R-HSA-6791226	Major pathway of rRNA processing in the nucleolus and cytosol
R-HSA-8963676	Intestinal absorption
R-HSA-5627083	RHO GTPases regulate CFTR trafficking
R-HSA-5654743	Signaling by FGFR4
R-HSA-5083636	Defective GALNT12 causes colorectal cancer 1 (CRCS1)
R-HSA-8878171	Transcriptional regulation by RUNX1
R-HSA-5658471	Defective SLC5A7 causes distal hereditary motor neuronopathy 7A (HMN7A)
R-HSA-3656535	TGFBR1 LBD Mutants in Cancer
R-HSA-6782861	Synthesis of wybutosine at G37 of tRNA(Phe)
R-HSA-196757	Metabolism of folate and pterines
R-HSA-5578996	Defective CYP27A1 causes Cerebrotendinous xanthomatosis (CTX)
R-HSA-2559586	DNA Damage/Telomere Stress Induced Senescence
R-HSA-1474151	Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation
R-HSA-418597	G alpha (z) signalling events
R-HSA-6785807	Interleukin-4 and 13 signaling
R-HSA-373755	Semaphorin interactions
R-HSA-212300	PRC2 methylates histones and DNA
R-HSA-186797	Signaling by PDGF
R-HSA-1474244	Extracellular matrix organization
R-HSA-5609978	Defective GALT can cause Galactosemia
R-HSA-5609976	Defective GALK1 can cause Galactosemia II (GALCT2)
R-HSA-429914	Deadenylation-dependent mRNA decay
R-HSA-400206	Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)
R-HSA-456926	Thrombin signalling through proteinase activated receptors (PARs)
R-HSA-3899300	SUMOylation of transcription cofactors
R-HSA-8957275	Post-translational protein phosphorylation
R-HSA-2453864	Retinoid cycle disease events
R-HSA-5358747	S33 mutants of beta-catenin aren't phosphorylated
R-HSA-69239	Synthesis of DNA
R-HSA-373753	Nephrin family interactions
R-HSA-5619109	Defective SLC6A2 causes orthostatic intolerance (OI)
R-HSA-5694530	Cargo concentration in the ER
R-HSA-1461973	Defensins
R-HSA-5683678	Defective ABCA3 causes pulmonary surfactant metabolism dysfunction type 3 (SMDP3)
R-HSA-212436	Generic Transcription Pathway
R-HSA-5662702	Melanin biosynthesis
R-HSA-6806664	Metabolism of vitamin K
R-HSA-75067	Processing of Capped Intronless Pre-mRNA
R-HSA-5603027	IKBKG deficiency causes anhidrotic ectodermal dysplasia with immunodeficiency (EDA-ID) (via TLR)
R-HSA-379724	tRNA Aminoacylation
R-HSA-392517	Rap1 signalling
R-HSA-5655253	Signaling by FGFR2 in disease
R-HSA-389661	Glyoxylate metabolism and glycine degradation
R-HSA-6809583	Retinoid metabolism disease events
R-HSA-2894858	Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer
R-HSA-4839726	Chromatin organization
R-HSA-8864260	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors
R-HSA-3656225	Defective CHST6 causes MCDC1
R-HSA-400253	Circadian Clock
R-HSA-70614	Amino acid synthesis and interconversion (transamination)
R-HSA-191273	Cholesterol biosynthesis
R-HSA-3371497	HSP90 chaperone cycle for steroid hormone receptors (SHR)
R-HSA-3108214	SUMOylation of DNA damage response and repair proteins
R-HSA-6807505	RNA polymerase II transcribes snRNA genes
R-HSA-2426168	Activation of gene expression by SREBF (SREBP)
R-HSA-264876	Insulin processing
R-HSA-196807	Nicotinate metabolism
R-HSA-354192	Integrin alphaIIb beta3 signaling
R-HSA-8949215	Mitochondrial calcium ion transport
R-HSA-73942	DNA Damage Reversal
R-HSA-5579022	Defective GGT1 causes Glutathionuria (GLUTH)
R-HSA-5579011	Defective CYP2U1 causes Spastic paraplegia 56, autosomal recessive (SPG56)
R-HSA-5221030	TET1,2,3 and TDG demethylate DNA
R-HSA-5619056	Defective HK1 causes hexokinase deficiency (HK deficiency)
R-HSA-1592230	Mitochondrial biogenesis
R-HSA-72203	Processing of Capped Intron-Containing Pre-mRNA
R-HSA-1655829	Regulation of cholesterol biosynthesis by SREBP (SREBF)
R-HSA-2644602	Signaling by NOTCH1 PEST Domain Mutants in Cancer
R-HSA-6784531	tRNA processing in the nucleus
R-HSA-194441	Metabolism of non-coding RNA
R-HSA-5579010	Defective CYP24A1 causes Hypercalcemia, infantile (HCAI)
R-HSA-3656248	Defective HEXB causes GM2G2
R-HSA-5619077	Defective SLC24A1 causes congenital stationary night blindness 1D (CSNB1D)
R-HSA-196791	Vitamin D (calciferol) metabolism
R-HSA-73864	RNA Polymerase I Transcription
R-HSA-5682294	Defective ABCA12 causes autosomal recessive congenital ichthyosis type 4B
R-HSA-5358752	T41 mutants of beta-catenin aren't phosphorylated
R-HSA-418555	G alpha (s) signalling events
R-HSA-6783783	Interleukin-10 signaling
R-HSA-216083	Integrin cell surface interactions
R-HSA-75944	Transcription from mitochondrial promoters
R-HSA-453279	Mitotic G1-G1/S phases
R-HSA-209952	Peptide hormone biosynthesis
R-HSA-3858516	Glycogen storage disease type 0 (liver GYS2)
R-HSA-1679131	Trafficking and processing of endosomal TLR
R-HSA-5674404	PTEN Loss of Function in Cancer
R-HSA-381426	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)
R-HSA-5683826	Surfactant metabolism
R-HSA-1362409	Mitochondrial iron-sulfur cluster biogenesis
R-HSA-8854214	TBC/RABGAPs
R-HSA-8956319	Nucleobase catabolism
R-HSA-6802955	Paradoxical activation of RAF signaling by kinase inactive BRAF
R-HSA-5619063	Defective SLC29A3 causes histiocytosis-lymphadenopathy plus syndrome (HLAS)
R-HSA-112314	Neurotransmitter receptors and postsynaptic signal transmission
R-HSA-422085	Synthesis, secretion, and deacylation of Ghrelin
R-HSA-156580	Phase II - Conjugation of compounds
R-HSA-5619092	Defective SLC9A6 causes  X-linked, syndromic mental retardation,, Christianson type (MRXSCH)
R-HSA-193704	p75 NTR receptor-mediated signalling
R-HSA-5659729	Defective SLC6A18 may confer susceptibility to iminoglycinuria and/or hyperglycinuria
R-HSA-5579027	Defective CYP2R1 causes Rickets vitamin D-dependent 1B (VDDR1B)
R-HSA-187037	NGF signalling via TRKA from the plasma membrane
R-HSA-5579012	Defective MAOA causes Brunner syndrome (BRUNS)
R-HSA-72086	mRNA Capping
R-HSA-199977	ER to Golgi Anterograde Transport
R-HSA-2142753	Arachidonic acid metabolism
R-HSA-5579026	Defective CYP11A1 causes Adrenal insufficiency, congenital, with 46,XY sex reversal (AICSR)
R-HSA-5628897	TP53 Regulates Metabolic Genes
R-HSA-5625740	RHO GTPases activate PKNs
R-HSA-3645790	TGFBR2 Kinase Domain Mutants in Cancer
R-HSA-168164	Toll Like Receptor 3 (TLR3) Cascade
R-HSA-3359467	Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
R-HSA-8856825	Cargo recognition for clathrin-mediated endocytosis
R-HSA-5678420	Defective ABCC9 causes dilated cardiomyopathy 10, familial atrial fibrillation 12 and hypertrichotic osteochondrodysplasia
R-HSA-373760	L1CAM interactions
R-HSA-5579014	Defective CYP27B1 causes Rickets vitamin D-dependent 1A (VDDR1A)
R-HSA-2404192	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)
R-HSA-3359475	Defective MMAA causes methylmalonic aciduria type cblA
R-HSA-1428517	The citric acid (TCA) cycle and respiratory electron transport
R-HSA-3371599	Defective HLCS causes multiple carboxylase deficiency
R-HSA-8866376	Reelin signalling pathway
R-HSA-6798163	Choline catabolism
R-HSA-5658208	Defective SLC5A2 causes renal glucosuria (GLYS1)
R-HSA-5688354	Defective pro-SFTPC causes pulmonary surfactant metabolism dysfunction 2 (SMDP2) and respiratory distress syndrome (RDS)
R-HSA-5358346	Hedgehog ligand biogenesis
R-HSA-392518	Signal amplification
R-HSA-2029480	Fcgamma receptor (FCGR) dependent phagocytosis
R-HSA-1227986	Signaling by ERBB2
R-HSA-8939902	Regulation of RUNX2 expression and activity
R-HSA-917937	Iron uptake and transport
R-HSA-72613	Eukaryotic Translation Initiation
R-HSA-5339716	Misspliced GSK3beta mutants stabilize beta-catenin
R-HSA-1834949	Cytosolic sensors of pathogen-associated DNA 
R-HSA-1912420	Pre-NOTCH Processing in Golgi
R-HSA-5362517	Signaling by Retinoic Acid
R-HSA-376176	Signaling by ROBO receptors
R-HSA-983712	Ion channel transport
R-HSA-1483206	Glycerophospholipid biosynthesis
R-HSA-975155	MyD88 dependent cascade initiated on endosome
R-HSA-6804758	Regulation of TP53 Activity through Acetylation
R-HSA-8853383	Lysosomal oligosaccharide catabolism
R-HSA-1247673	Erythrocytes take up oxygen and release carbon dioxide
R-HSA-196071	Metabolism of steroid hormones
R-HSA-2990846	SUMOylation
R-HSA-5205647	Mitophagy
R-HSA-3359469	Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
R-HSA-1170546	Prolactin receptor signaling
R-HSA-917729	Endosomal Sorting Complex Required For Transport (ESCRT)
R-HSA-2564830	Cytosolic iron-sulfur cluster assembly
R-HSA-5602410	TLR3 deficiency - HSE
R-HSA-8981607	Intracellular oxygen transport
R-HSA-168799	Neurotoxicity of clostridium toxins
R-HSA-8876384	Listeria monocytogenes entry into host cells
R-HSA-1433557	Signaling by SCF-KIT
R-HSA-1236394	Signaling by ERBB4
R-HSA-8862803	Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models
R-HSA-983169	Class I MHC mediated antigen processing & presentation
R-HSA-68875	Mitotic Prophase
R-HSA-5693606	DNA Double Strand Break Response
R-HSA-166166	MyD88-independent TLR4 cascade 
R-HSA-8936459	RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function
R-HSA-3785653	Myoclonic epilepsy of Lafora
R-HSA-166058	MyD88:Mal cascade initiated on plasma membrane
R-HSA-5336415	Uptake and function of diphtheria toxin
R-HSA-75893	TNF signaling
R-HSA-6790901	rRNA modification in the nucleus and cytosol
R-HSA-5690338	Defective ABCC6 causes pseudoxanthoma elasticum (PXE)
R-HSA-512988	Interleukin-3, 5 and GM-CSF signaling
R-HSA-68884	Mitotic Telophase/Cytokinesis
R-HSA-5423646	Aflatoxin activation and detoxification
R-HSA-8982491	Glycogen metabolism
R-HSA-432040	Vasopressin regulates renal water homeostasis via Aquaporins
R-HSA-3238698	WNT ligand biogenesis and trafficking
R-HSA-1169408	ISG15 antiviral mechanism
R-HSA-5579031	Defective ACTH causes Obesity and Pro-opiomelanocortinin deficiency (POMCD)
R-HSA-982772	Growth hormone receptor signaling
R-HSA-9033500	TYSND1 cleaves peroxisomal proteins
R-HSA-8852135	Protein ubiquitination
R-HSA-983705	Signaling by the B Cell Receptor (BCR)
R-HSA-5579015	Defective CYP26B1 causes Radiohumeral fusions with other skeletal and craniofacial anomalies (RHFCA)
R-HSA-5673001	RAF/MAP kinase cascade
R-HSA-2206308	MPS IV - Morquio syndrome B
R-HSA-6783589	Interleukin-6 family signaling
R-HSA-382556	ABC-family proteins mediated transport
R-HSA-2187338	Visual phototransduction
R-HSA-2691230	Signaling by NOTCH1 HD Domain Mutants in Cancer
R-HSA-6804756	Regulation of TP53 Activity through Phosphorylation
R-HSA-5632927	Defective Mismatch Repair Associated With MSH3
R-HSA-202131	Metabolism of nitric oxide
R-HSA-5668599	RHO GTPases Activate NADPH Oxidases
R-HSA-418346	Platelet homeostasis
R-HSA-5687128	MAPK6/MAPK4 signaling
R-HSA-186712	Regulation of beta-cell development
R-HSA-1483249	Inositol phosphate metabolism
R-HSA-5602566	TICAM1 deficiency - HSE
R-HSA-9018677	Biosynthesis of DHA-derived SPMs
R-HSA-381038	XBP1(S) activates chaperone genes
R-HSA-5678895	Defective CFTR causes cystic fibrosis
R-HSA-75158	TRAIL  signaling
R-HSA-162587	HIV Life Cycle
R-HSA-8878159	Transcriptional regulation by RUNX3
R-HSA-5654741	Signaling by FGFR3
R-HSA-388841	Costimulation by the CD28 family
R-HSA-5627117	RHO GTPases Activate ROCKs
R-HSA-4615885	SUMOylation of DNA replication proteins
R-HSA-5467340	AXIN missense mutants destabilize the destruction complex
R-HSA-2586552	Signaling by Leptin
R-HSA-416482	G alpha (12/13) signalling events
R-HSA-5173105	O-linked glycosylation
R-HSA-68874	M/G1 Transition
R-HSA-5625886	Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3
R-HSA-373080	Class B/2 (Secretin family receptors)
R-HSA-373752	Netrin-1 signaling
R-HSA-8873719	RAB geranylgeranylation
R-HSA-5688031	Defective pro-SFTPB causes pulmonary surfactant metabolism dysfunction 1 (SMDP1) and respiratory distress syndrome (RDS)
R-HSA-69620	Cell Cycle Checkpoints
R-HSA-391251	Protein folding
R-HSA-5467337	APC truncation mutants have impaired AXIN binding
R-HSA-75205	Dissolution of Fibrin Clot
R-HSA-6782315	tRNA modification in the nucleus and cytosol
R-HSA-169911	Regulation of Apoptosis
R-HSA-6802948	Signaling by high-kinase activity BRAF mutants
R-HSA-977225	Amyloid fiber formation
R-HSA-196849	Metabolism of water-soluble vitamins and cofactors
R-HSA-112311	Neurotransmitter clearance
R-HSA-168643	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways
R-HSA-189445	Metabolism of porphyrins
R-HSA-166520	Signalling by NGF
R-HSA-1614635	Sulfur amino acid metabolism
R-HSA-6804760	Regulation of TP53 Activity through Methylation
R-HSA-5579021	Defective CYP21A2 causes Adrenal hyperplasia 3 (AH3)
R-HSA-1474228	Degradation of the extracellular matrix
R-HSA-975871	MyD88 cascade initiated on plasma membrane
R-HSA-114604	GPVI-mediated activation cascade
R-HSA-5619099	Defective AVP causes neurohypophyseal diabetes insipidus (NDI)
R-HSA-446203	Asparagine N-linked glycosylation
R-HSA-2132295	MHC class II antigen presentation
R-HSA-75157	FasL/ CD95L signaling
R-HSA-4755609	Defective DHDDS causes retinitis pigmentosa 59
R-HSA-5619048	Defective SLC11A2 causes hypochromic microcytic anemia, with iron overload 1 (AHMIO1)
R-HSA-909733	Interferon alpha/beta signaling
R-HSA-8951664	Neddylation
R-HSA-76005	Response to elevated platelet cytosolic Ca2+
R-HSA-2408522	Selenoamino acid metabolism
R-HSA-3299685	Detoxification of Reactive Oxygen Species
R-HSA-3656532	TGFBR1 KD Mutants in Cancer
R-HSA-5660489	MTF1 activates gene expression
R-HSA-69242	S Phase
R-HSA-8854691	Interleukin-20 family signaling
R-HSA-2454202	Fc epsilon receptor (FCERI) signaling
R-HSA-8983432	Interleukin-15 signaling
R-HSA-6802949	Signaling by RAS mutants
R-HSA-9033241	Peroxisomal protein import
R-HSA-168928	DDX58/IFIH1-mediated induction of interferon-alpha/beta
R-HSA-5358749	S37 mutants of beta-catenin aren't phosphorylated
R-HSA-2173793	Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer
R-HSA-5626467	RHO GTPases activate IQGAPs
R-HSA-5663220	RHO GTPases Activate Formins
R-HSA-5619060	Defective CP causes aceruloplasminemia (ACERULOP)
R-HSA-5621481	C-type lectin receptors (CLRs)
R-HSA-5696398	Nucleotide Excision Repair
R-HSA-8856828	Clathrin-mediated endocytosis
R-HSA-2173782	Binding and Uptake of Ligands by Scavenger Receptors
R-HSA-5679096	Defective ABCG5 causes sitosterolemia
R-HSA-162909	Host Interactions of HIV factors
R-HSA-6805567	Keratinization
R-HSA-68877	Mitotic Prometaphase
R-HSA-5083635	Defective B3GALTL causes Peters-plus syndrome (PpS)
R-HSA-1368108	BMAL1:CLOCK,NPAS2 activates circadian gene expression
R-HSA-5688426	Deubiquitination
R-HSA-1222352	Latent infection of Homo sapiens with Mycobacterium tuberculosis
R-HSA-177929	Signaling by EGFR
R-HSA-1237044	Erythrocytes take up carbon dioxide and release oxygen
R-HSA-927802	Nonsense-Mediated Decay (NMD)
R-HSA-163200	Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.
R-HSA-6788656	Histidine, lysine, phenylalanine, tyrosine, proline and tryptophan catabolism
R-HSA-6783310	Fanconi Anemia Pathway
R-HSA-1980150	Signaling by NOTCH4
R-HSA-5602636	IKBKB deficiency causes SCID
R-HSA-453276	Regulation of mitotic cell cycle
R-HSA-1445148	Translocation of GLUT4 to the plasma membrane
R-HSA-3560792	Defective SLC26A2 causes chondrodysplasias
R-HSA-391160	Signal regulatory protein family interactions
R-HSA-5619049	Defective SLC40A1 causes hemochromatosis 4 (HFE4) (macrophages)
R-HSA-5687583	Defective SLC34A2 causes pulmonary alveolar microlithiasis (PALM)
R-HSA-73893	DNA Damage Bypass
R-HSA-5676590	NIK-->noncanonical NF-kB signaling
R-HSA-4341670	Defective NEU1 causes sialidosis
R-HSA-9006115	Signaling by NTRK2 (TRKB)
R-HSA-8866654	E3 ubiquitin ligases ubiquitinate target proteins
R-HSA-5633008	TP53 Regulates Transcription of Cell Death Genes
R-HSA-381119	Unfolded Protein Response (UPR)
R-HSA-6806834	Signaling by MET
R-HSA-5619076	Defective SLC17A8 causes autosomal dominant deafness 25 (DFNA25)
R-HSA-381183	ATF6 (ATF6-alpha) activates chaperone genes
R-HSA-5579019	Defective FMO3 causes Trimethylaminuria (TMAU)
R-HSA-8876725	Protein methylation
R-HSA-5678520	Defective ABCB11 causes progressive familial intrahepatic cholestasis 2 and benign recurrent intrahepatic cholestasis 2
R-HSA-114508	Effects of PIP2 hydrolysis
R-HSA-3595174	Defective CHST14 causes EDS, musculocontractural type
R-HSA-5579024	Defective MAT1A causes Methionine adenosyltransferase deficiency (MATD)
R-HSA-202733	Cell surface interactions at the vascular wall
R-HSA-111885	Opioid Signalling
R-HSA-6804759	Regulation of TP53 Activity through Association with Co-factors
R-HSA-5545483	Defective Mismatch Repair Associated With MLH1
R-HSA-204005	COPII (Coat Protein 2) Mediated Vesicle Transport
R-HSA-5576891	Cardiac conduction
R-HSA-6802953	RAS signaling downstream of NF1 loss-of-function variants
R-HSA-73929	Base-Excision Repair, AP Site Formation
R-HSA-373076	Class A/1 (Rhodopsin-like receptors)
R-HSA-5682113	Defective ABCA1 causes Tangier disease
R-HSA-5653890	Lactose synthesis
R-HSA-390522	Striated Muscle Contraction
R-HSA-3359462	Defective AMN causes hereditary megaloblastic anemia 1
R-HSA-5683371	Defective ABCB6 causes isolated colobomatous microphthalmia 7 (MCOPCB7)
R-HSA-3359485	Defective CD320 causes methylmalonic aciduria
R-HSA-112313	Neurotransmitter uptake and metabolism In glial cells
R-HSA-5683177	Defective ABCC8 can cause hypoglycemias and hyperglycemias
R-HSA-3315487	SMAD2/3 MH2 Domain Mutants in Cancer
R-HSA-3560801	Defective B3GAT3 causes JDSSDHD
R-HSA-157858	Gap junction trafficking and regulation
R-HSA-166658	Complement cascade
